"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Day_effect","Dir"
"418","GO:0072659",0.0460765151868791,0.999007187189928,1,104,"protein localization to plasma membrane","BP","Day7_Second_AvM","Upregulated"
"419","GO:0042803",0.0275346037694599,0.997951743512288,2,561,"protein homodimerization activity","MF","Day7_Second_AvM","Upregulated"
"420","GO:0043998",0.000509735014212311,1,1,1,"H2A histone acetyltransferase activity","MF","Day7_Second_AvM","Upregulated"
"421","GO:1990189",0.000994139046758806,0.999999770454628,1,2,"peptide-serine-N-acetyltransferase activity","MF","Day7_Second_AvM","Upregulated"
"422","GO:0008934",0.00160411877334931,0.999999202948076,1,3,"inositol monophosphate 1-phosphatase activity","MF","Day7_Second_AvM","Upregulated"
"423","GO:0052832",0.00160411877334931,0.999999202948076,1,3,"inositol monophosphate 3-phosphatase activity","MF","Day7_Second_AvM","Upregulated"
"424","GO:0052833",0.00160411877334931,0.999999202948076,1,3,"inositol monophosphate 4-phosphatase activity","MF","Day7_Second_AvM","Upregulated"
"425","GO:0010485",0.00213086153421824,0.999998312008533,1,5,"H4 histone acetyltransferase activity","MF","Day7_Second_AvM","Upregulated"
"426","GO:0043812",0.00219642112456225,0.999998318520562,1,4,"phosphatidylinositol-4-phosphate phosphatase activity","MF","Day7_Second_AvM","Upregulated"
"427","GO:0043024",0.00504718366894046,0.999989334621612,1,10,"ribosomal small subunit binding","MF","Day7_Second_AvM","Upregulated"
"428","GO:0140031",0.00795842739507239,0.999972144536653,1,18,"phosphorylation-dependent protein binding","MF","Day7_Second_AvM","Upregulated"
"429","GO:0070410",0.00941221158238661,0.999960519794101,1,23,"co-SMAD binding","MF","Day7_Second_AvM","Upregulated"
"430","GO:0070412",0.00942081669907076,0.99996044744386,1,23,"R-SMAD binding","MF","Day7_Second_AvM","Upregulated"
"431","GO:0097718",0.0113433723356074,0.999942315627921,1,26,"disordered domain specific binding","MF","Day7_Second_AvM","Upregulated"
"432","GO:0003743",0.0149116749959785,0.999899437769541,1,32,"translation initiation factor activity","MF","Day7_Second_AvM","Upregulated"
"433","GO:0003774",0.0219967073879211,0.999778067555278,1,50,"motor activity","MF","Day7_Second_AvM","Upregulated"
"434","GO:0051959",0.0234556228910988,0.999747319476827,1,52,"dynein light intermediate chain binding","MF","Day7_Second_AvM","Upregulated"
"435","GO:0045505",0.0272871133471874,0.999656559224092,1,61,"dynein intermediate chain binding","MF","Day7_Second_AvM","Upregulated"
"436","GO:0030507",0.0275537924608906,0.99964987525658,1,60,"spectrin binding","MF","Day7_Second_AvM","Upregulated"
"437","GO:0008092",0.0289424356928561,0.999613496459231,1,60,"cytoskeletal protein binding","MF","Day7_Second_AvM","Upregulated"
"438","GO:0030674",0.0332502820119286,0.999487443272263,1,74,"protein-macromolecule adaptor activity","MF","Day7_Second_AvM","Upregulated"
"439","GO:0003724",0.0335133682107224,0.999479547245787,1,71,"RNA helicase activity","MF","Day7_Second_AvM","Upregulated"
"440","GO:0044325",0.0374979113784268,0.999345864232907,1,86,"ion channel binding","MF","Day7_Second_AvM","Upregulated"
"441","GO:0005200",0.04017050648374,0.999247810115388,1,94,"structural constituent of cytoskeleton","MF","Day7_Second_AvM","Upregulated"
"442","GO:0005623",0.0390562643270673,0.996488129341894,2,696,NA,NA,"Day7_Second_AvM","Upregulated"
"443","GO:0007155",0.00030921571328216,0.999933294927471,10,458,"cell adhesion","BP","Day7_Group_MAvAM","Downregulated"
"444","GO:0006508",4.56125596236084e-05,0.99999513946333,7,173,"proteolysis","BP","Day7_Group_MAvAM","Downregulated"
"445","GO:0009617",0.000156114035337392,0.99998373859872,6,142,"response to bacterium","BP","Day7_Group_MAvAM","Downregulated"
"446","GO:0030198",0.00284094609119152,0.999693580461826,4,104,"extracellular matrix organization","BP","Day7_Group_MAvAM","Downregulated"
"447","GO:0008283",0.00676435551149139,0.999063836353281,4,142,"cell population proliferation","BP","Day7_Group_MAvAM","Downregulated"
"448","GO:0031639",1.457158181236e-05,0.999999878517348,3,9,"plasminogen activation","BP","Day7_Group_MAvAM","Downregulated"
"449","GO:0051919",2.07703789921831e-05,0.999999797895657,3,10,"positive regulation of fibrinolysis","BP","Day7_Group_MAvAM","Downregulated"
"450","GO:0042730",0.00032262359552838,0.999990692914704,3,24,"fibrinolysis","BP","Day7_Group_MAvAM","Downregulated"
"451","GO:0031638",0.000483117788349283,0.999983819437561,3,27,"zymogen activation","BP","Day7_Group_MAvAM","Downregulated"
"452","GO:0006955",0.00826224525162063,0.999208140541391,3,82,"immune response","BP","Day7_Group_MAvAM","Downregulated"
"453","GO:0006954",0.0214399770840207,0.997057770081637,3,116,"inflammatory response","BP","Day7_Group_MAvAM","Downregulated"
"454","GO:0007601",0.0333343873250373,0.994582867300502,3,123,"visual perception","BP","Day7_Group_MAvAM","Downregulated"
"455","GO:0007157",0.0343701490021544,0.994352360860715,3,117,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP","Day7_Group_MAvAM","Downregulated"
"456","GO:0002542",9.21070801984554e-05,0.999999830806013,2,3,"Factor XII activation","BP","Day7_Group_MAvAM","Downregulated"
"457","GO:0007597",0.000294978178868725,0.999998402393576,2,5,"blood coagulation, intrinsic pathway","BP","Day7_Group_MAvAM","Downregulated"
"458","GO:0044245",0.00148020059783964,0.999977246429382,2,10,"polysaccharide digestion","BP","Day7_Group_MAvAM","Downregulated"
"459","GO:0022617",0.00226003700068322,0.999955022425925,2,13,"extracellular matrix disassembly","BP","Day7_Group_MAvAM","Downregulated"
"460","GO:0071638",0.00407958723748302,0.999882512197531,2,27,"negative regulation of monocyte chemotactic protein-1 production","BP","Day7_Group_MAvAM","Downregulated"
"461","GO:1901998",0.00446205096326051,0.999868840150653,2,19,"toxin transport","BP","Day7_Group_MAvAM","Downregulated"
"462","GO:0042246",0.00638654806121398,0.999768399999453,2,27,"tissue regeneration","BP","Day7_Group_MAvAM","Downregulated"
"463","GO:0000272",0.00757498443753248,0.999702192556662,2,24,"polysaccharide catabolic process","BP","Day7_Group_MAvAM","Downregulated"
"464","GO:0051384",0.0075924267009321,0.999700350408149,2,25,"response to glucocorticoid","BP","Day7_Group_MAvAM","Downregulated"
"465","GO:0006032",0.00867899046825536,0.999632881472586,2,25,"chitin catabolic process","BP","Day7_Group_MAvAM","Downregulated"
"466","GO:0007162",0.00919313440833922,0.999597445364972,2,27,"negative regulation of cell adhesion","BP","Day7_Group_MAvAM","Downregulated"
"467","GO:0002062",0.00979748749170972,0.999557547825506,2,26,"chondrocyte differentiation","BP","Day7_Group_MAvAM","Downregulated"
"468","GO:0072675",0.0109392901568378,0.999475615813443,2,27,"osteoclast fusion","BP","Day7_Group_MAvAM","Downregulated"
"469","GO:0003429",0.0109413531905409,0.99947437016696,2,28,"growth plate cartilage chondrocyte morphogenesis","BP","Day7_Group_MAvAM","Downregulated"
"470","GO:0061045",0.0135643774505265,0.99926819763253,2,30,"negative regulation of wound healing","BP","Day7_Group_MAvAM","Downregulated"
"471","GO:0045616",0.0136732452249056,0.999257988901124,2,31,"regulation of keratinocyte differentiation","BP","Day7_Group_MAvAM","Downregulated"
"472","GO:0048678",0.0185025700361656,0.998809647985521,2,40,"response to axon injury","BP","Day7_Group_MAvAM","Downregulated"
"473","GO:0051603",0.0239468346114708,0.998230571181374,2,42,"proteolysis involved in cellular protein catabolic process","BP","Day7_Group_MAvAM","Downregulated"
"474","GO:0044267",0.0279523044545708,0.997751633289127,2,45,"cellular protein metabolic process","BP","Day7_Group_MAvAM","Downregulated"
"475","GO:0001942",0.0302698915177349,0.9974555052609,2,47,"hair follicle development","BP","Day7_Group_MAvAM","Downregulated"
"476","GO:0002576",0.0304972839472758,0.997426073883066,2,47,"platelet degranulation","BP","Day7_Group_MAvAM","Downregulated"
"477","GO:0010839",0.0332607792990571,0.997055073319783,2,49,"negative regulation of keratinocyte proliferation","BP","Day7_Group_MAvAM","Downregulated"
"478","GO:0050896",0.0352596423928537,0.996772748734962,2,52,"response to stimulus","BP","Day7_Group_MAvAM","Downregulated"
"479","GO:0030512",0.0439003243500573,0.995449529191341,2,65,"negative regulation of transforming growth factor beta receptor signaling pathway","BP","Day7_Group_MAvAM","Downregulated"
"480","GO:0007160",0.0447773961316237,0.995322782055346,2,57,"cell-matrix adhesion","BP","Day7_Group_MAvAM","Downregulated"
"481","GO:0032496",0.0465549372612351,0.995005279881719,2,73,"response to lipopolysaccharide","BP","Day7_Group_MAvAM","Downregulated"
"482","GO:1903669",0.00572333970433624,1,1,1,"positive regulation of chemorepellent activity","BP","Day7_Group_MAvAM","Downregulated"
"483","GO:0010157",0.00573745981518608,1,1,1,"response to chlorate","BP","Day7_Group_MAvAM","Downregulated"
"484","GO:0060319",0.00663655223121709,1,1,1,"primitive erythrocyte differentiation","BP","Day7_Group_MAvAM","Downregulated"
"485","GO:0016071",0.00686631707977894,0.99998825915421,1,2,"mRNA metabolic process","BP","Day7_Group_MAvAM","Downregulated"
"486","GO:0010640",0.00754742376039987,0.999985809459552,1,2,"regulation of platelet-derived growth factor receptor signaling pathway","BP","Day7_Group_MAvAM","Downregulated"
"487","GO:1903232",0.0113155750323865,0.999968041614651,1,2,"melanosome assembly","BP","Day7_Group_MAvAM","Downregulated"
"488","GO:0051764",0.0117337564330654,0.999965628540089,1,2,"actin crosslink formation","BP","Day7_Group_MAvAM","Downregulated"
"489","GO:0051045",0.0120820802109173,0.999951434539143,1,3,"negative regulation of membrane protein ectodomain proteolysis","BP","Day7_Group_MAvAM","Downregulated"
"490","GO:0009253",0.0135775299150573,0.999938626751914,1,3,"peptidoglycan catabolic process","BP","Day7_Group_MAvAM","Downregulated"
"491","GO:0032827",0.0135775299150573,0.999938626751914,1,3,"negative regulation of natural killer cell differentiation involved in immune response","BP","Day7_Group_MAvAM","Downregulated"
"492","GO:0051714",0.0135775299150573,0.999938626751914,1,3,"positive regulation of cytolysis in other organism","BP","Day7_Group_MAvAM","Downregulated"
"493","GO:2000010",0.0145957672832305,0.999920206889513,1,4,"positive regulation of protein localization to cell surface","BP","Day7_Group_MAvAM","Downregulated"
"494","GO:0003413",0.015359755579811,0.999940994331377,1,2,"chondrocyte differentiation involved in endochondral bone morphogenesis","BP","Day7_Group_MAvAM","Downregulated"
"495","GO:0031288",0.0164132755736389,0.999899019611125,1,4,"sorocarp morphogenesis","BP","Day7_Group_MAvAM","Downregulated"
"496","GO:0090382",0.0168587274852774,0.999905238435124,1,3,"phagosome maturation","BP","Day7_Group_MAvAM","Downregulated"
"497","GO:0010944",0.0170156728846491,0.999903459000101,1,3,"negative regulation of transcription by competitive promoter binding","BP","Day7_Group_MAvAM","Downregulated"
"498","GO:0071529",0.0170271751555943,0.999903327932209,1,3,"cementum mineralization","BP","Day7_Group_MAvAM","Downregulated"
"499","GO:0090240",0.0172403423624198,0.999900882682567,1,3,"positive regulation of histone H4 acetylation","BP","Day7_Group_MAvAM","Downregulated"
"500","GO:0031640",0.0173802335738583,0.999886724462765,1,4,"killing of cells of other organism","BP","Day7_Group_MAvAM","Downregulated"
"501","GO:0016045",0.0195804334790845,0.999856094993969,1,4,"detection of bacterium","BP","Day7_Group_MAvAM","Downregulated"
"502","GO:0033629",0.0206146400527441,0.999829842515931,1,5,"negative regulation of cell adhesion mediated by integrin","BP","Day7_Group_MAvAM","Downregulated"
"503","GO:1903665",0.0208830228285403,0.999836220733824,1,4,"negative regulation of asexual reproduction","BP","Day7_Group_MAvAM","Downregulated"
"504","GO:0070105",0.022275805936243,0.999792947287091,1,6,"positive regulation of interleukin-6-mediated signaling pathway","BP","Day7_Group_MAvAM","Downregulated"
"505","GO:0060742",0.0227235998997661,0.999805926052631,1,4,"epithelial cell differentiation involved in prostate gland development","BP","Day7_Group_MAvAM","Downregulated"
"506","GO:0043618",0.0232195260414655,0.999797319685538,1,4,"regulation of transcription from RNA polymerase II promoter in response to stress","BP","Day7_Group_MAvAM","Downregulated"
"507","GO:0090383",0.0237815747497781,0.999787337813158,1,4,"phagosome acidification","BP","Day7_Group_MAvAM","Downregulated"
"508","GO:0120034",0.0238998073801893,1,1,1,"positive regulation of plasma membrane bounded cell projection assembly","BP","Day7_Group_MAvAM","Downregulated"
"509","GO:1903386",0.0238998073801893,1,1,1,"negative regulation of homophilic cell adhesion","BP","Day7_Group_MAvAM","Downregulated"
"510","GO:0007035",0.0243436371990455,0.999801741912171,1,3,"vacuolar acidification","BP","Day7_Group_MAvAM","Downregulated"
"511","GO:2000251",0.0255474284606,0.99973813869437,1,5,"positive regulation of actin cytoskeleton reorganization","BP","Day7_Group_MAvAM","Downregulated"
"512","GO:0099041",0.0267111130991404,0.999731380968986,1,4,"vesicle tethering to Golgi","BP","Day7_Group_MAvAM","Downregulated"
"513","GO:0030435",0.0269111787346598,0.999697251589245,1,6,"sporulation resulting in formation of a cellular spore","BP","Day7_Group_MAvAM","Downregulated"
"514","GO:0043278",0.0271418131265706,0.999692011760501,1,6,"response to morphine","BP","Day7_Group_MAvAM","Downregulated"
"515","GO:0001561",0.0280518491325049,0.999683956700496,1,5,"fatty acid alpha-oxidation","BP","Day7_Group_MAvAM","Downregulated"
"516","GO:0060588",0.0280573393355843,0.999661433471424,1,7,"negative regulation of lipoprotein lipid oxidation","BP","Day7_Group_MAvAM","Downregulated"
"517","GO:2000098",0.0280573393355843,0.999661433471424,1,7,"negative regulation of smooth muscle cell-matrix adhesion","BP","Day7_Group_MAvAM","Downregulated"
"518","GO:0003006",0.0283846629430373,0.999676368715065,1,5,"developmental process involved in reproduction","BP","Day7_Group_MAvAM","Downregulated"
"519","GO:0003081",0.0294972926936026,0.999625578975146,1,7,"regulation of systemic arterial blood pressure by renin-angiotensin","BP","Day7_Group_MAvAM","Downregulated"
"520","GO:0016556",0.0295029329750178,0.999650205363748,1,5,"mRNA modification","BP","Day7_Group_MAvAM","Downregulated"
"521","GO:0036003",0.0306211358277641,0.999623013978584,1,5,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP","Day7_Group_MAvAM","Downregulated"
"522","GO:0045777",0.0310809311769811,0.999575452460025,1,8,"positive regulation of blood pressure","BP","Day7_Group_MAvAM","Downregulated"
"523","GO:0019882",0.0328767567115272,0.999534253603272,1,7,"antigen processing and presentation","BP","Day7_Group_MAvAM","Downregulated"
"524","GO:0035622",0.0336608492536338,0.99952505901756,1,6,"intrahepatic bile duct development","BP","Day7_Group_MAvAM","Downregulated"
"525","GO:0072104",0.0336608492536338,0.99952505901756,1,6,"glomerular capillary formation","BP","Day7_Group_MAvAM","Downregulated"
"526","GO:2001204",0.0336608492536338,0.99952505901756,1,6,"regulation of osteoclast development","BP","Day7_Group_MAvAM","Downregulated"
"527","GO:0060736",0.034044563642038,0.999514094391871,1,6,"prostate gland growth","BP","Day7_Group_MAvAM","Downregulated"
"528","GO:0051345",0.0342905067354347,0.99947447460475,1,9,"positive regulation of hydrolase activity","BP","Day7_Group_MAvAM","Downregulated"
"529","GO:0032689",0.0345690736695173,0.999474104713648,1,8,"negative regulation of interferon-gamma production","BP","Day7_Group_MAvAM","Downregulated"
"530","GO:0060269",0.0352617012774283,0.99958194235209,1,3,"centripetally migrating follicle cell migration","BP","Day7_Group_MAvAM","Downregulated"
"531","GO:2000405",0.0356683763674791,0.999439887453388,1,8,"negative regulation of T cell migration","BP","Day7_Group_MAvAM","Downregulated"
"532","GO:0010035",0.0367316244894826,0.999417749100958,1,7,"response to inorganic substance","BP","Day7_Group_MAvAM","Downregulated"
"533","GO:0006772",0.037390039209181,0.999396531839264,1,7,"thiamine metabolic process","BP","Day7_Group_MAvAM","Downregulated"
"534","GO:0035646",0.0378321571471576,0.999382068427061,1,7,"endosome to melanosome transport","BP","Day7_Group_MAvAM","Downregulated"
"535","GO:2001222",0.0383855881240406,0.999350614655405,1,8,"regulation of neuron migration","BP","Day7_Group_MAvAM","Downregulated"
"536","GO:0014012",0.0391524078926789,0.999313609842446,1,9,"peripheral nervous system axon regeneration","BP","Day7_Group_MAvAM","Downregulated"
"537","GO:1902166",0.0391607089353083,0.999337559687334,1,7,"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP","Day7_Group_MAvAM","Downregulated"
"538","GO:1990705",0.0391754000300883,0.999337058724907,1,7,"cholangiocyte proliferation","BP","Day7_Group_MAvAM","Downregulated"
"539","GO:0006978",0.0395563528643683,0.999324001184143,1,7,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP","Day7_Group_MAvAM","Downregulated"
"540","GO:0033280",0.0397398217004809,0.999317666459123,1,7,"response to vitamin D","BP","Day7_Group_MAvAM","Downregulated"
"541","GO:0003084",0.040448633129957,0.999257996321284,1,10,"positive regulation of systemic arterial blood pressure","BP","Day7_Group_MAvAM","Downregulated"
"542","GO:0008594",0.0407529017081067,0.99937093962346,1,4,"photoreceptor cell morphogenesis","BP","Day7_Group_MAvAM","Downregulated"
"543","GO:0061073",0.0420747427931248,0.999218675318058,1,8,"ciliary body morphogenesis","BP","Day7_Group_MAvAM","Downregulated"
"544","GO:0006689",0.0430454754657236,0.999169081800554,1,9,"ganglioside catabolic process","BP","Day7_Group_MAvAM","Downregulated"
"545","GO:0060674",0.0443894991737963,0.999115926701612,1,9,"placenta blood vessel development","BP","Day7_Group_MAvAM","Downregulated"
"546","GO:0072014",0.0446638959498516,0.999118667687811,1,8,"proximal tubule development","BP","Day7_Group_MAvAM","Downregulated"
"547","GO:0033572",0.0459885282957864,0.999065132959761,1,8,"transferrin transport","BP","Day7_Group_MAvAM","Downregulated"
"548","GO:0072576",0.0461249852660781,0.99905952679123,1,8,"liver morphogenesis","BP","Day7_Group_MAvAM","Downregulated"
"549","GO:0048681",0.0472964403484704,0.998995219813442,1,9,"negative regulation of axon regeneration","BP","Day7_Group_MAvAM","Downregulated"
"550","GO:2000249",0.047484979423207,0.998987119432773,1,9,"regulation of actin cytoskeleton reorganization","BP","Day7_Group_MAvAM","Downregulated"
"551","GO:0048841",0.047608960550393,0.999138921099944,1,4,"regulation of axon extension involved in axon guidance","BP","Day7_Group_MAvAM","Downregulated"
"552","GO:0060384",0.048343973652376,0.99894979434313,1,9,"innervation","BP","Day7_Group_MAvAM","Downregulated"
"553","GO:0043043",0.0494982275811983,0.998898555782486,1,9,"peptide biosynthetic process","BP","Day7_Group_MAvAM","Downregulated"
"554","GO:0008270",0.0132669435163804,0.995471220685546,9,731,"zinc ion binding","MF","Day7_Group_MAvAM","Downregulated"
"555","GO:0004252",2.26036304634216e-06,0.999999851260085,7,108,"serine-type endopeptidase activity","MF","Day7_Group_MAvAM","Downregulated"
"556","GO:0050839",4.63351154728066e-05,0.999996159390844,6,113,"cell adhesion molecule binding","MF","Day7_Group_MAvAM","Downregulated"
"557","GO:0004222",0.000898765321457292,0.99989816386033,5,131,"metalloendopeptidase activity","MF","Day7_Group_MAvAM","Downregulated"
"558","GO:0005518",0.000440978857043008,0.9999717540757,4,61,"collagen binding","MF","Day7_Group_MAvAM","Downregulated"
"559","GO:0005201",0.00166406674552571,0.999845553263383,4,91,"extracellular matrix structural constituent","MF","Day7_Group_MAvAM","Downregulated"
"560","GO:0038023",0.0232215847286481,0.995370392417689,4,192,"signaling receptor activity","MF","Day7_Group_MAvAM","Downregulated"
"561","GO:0050840",0.000584242602215427,0.999978988476316,3,29,"extracellular matrix binding","MF","Day7_Group_MAvAM","Downregulated"
"562","GO:0005178",0.00363065376581226,0.999744192599329,3,54,"integrin binding","MF","Day7_Group_MAvAM","Downregulated"
"563","GO:0004867",0.00847808132476182,0.999182485340766,3,72,"serine-type endopeptidase inhibitor activity","MF","Day7_Group_MAvAM","Downregulated"
"564","GO:0008843",0.00106120956883581,0.999986518376874,2,9,"endochitinase activity","MF","Day7_Group_MAvAM","Downregulated"
"565","GO:0004568",0.00468485168684865,0.99985948982425,2,18,"chitinase activity","MF","Day7_Group_MAvAM","Downregulated"
"566","GO:0004553",0.0049732742936172,0.999844755314828,2,20,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","Day7_Group_MAvAM","Downregulated"
"567","GO:0005319",0.00591469789824085,0.999797334699766,2,21,"lipid transporter activity","MF","Day7_Group_MAvAM","Downregulated"
"568","GO:0008061",0.0185539398859034,0.998802443302218,2,42,"chitin binding","MF","Day7_Group_MAvAM","Downregulated"
"569","GO:0050431",0.0209883751650629,0.998558027977941,2,39,"transforming growth factor beta binding","MF","Day7_Group_MAvAM","Downregulated"
"570","GO:0005537",0.0220731384637685,0.998435592957618,2,44,"mannose binding","MF","Day7_Group_MAvAM","Downregulated"
"571","GO:0035651",0.00562006264772765,1,1,1,"AP-3 adaptor complex binding","MF","Day7_Group_MAvAM","Downregulated"
"572","GO:0036461",0.00562006264772765,1,1,1,"BLOC-2 complex binding","MF","Day7_Group_MAvAM","Downregulated"
"573","GO:1990829",0.00580960684456274,1,1,1,"C-rich single-stranded DNA binding","MF","Day7_Group_MAvAM","Downregulated"
"574","GO:0016830",0.0114131207224452,0.999967486635411,1,2,"carbon-carbon lyase activity","MF","Day7_Group_MAvAM","Downregulated"
"575","GO:0035650",0.011451312901425,0.999967268034733,1,2,"AP-1 adaptor complex binding","MF","Day7_Group_MAvAM","Downregulated"
"576","GO:0008745",0.0135775299150573,0.999938626751914,1,3,"N-acetylmuramoyl-L-alanine amidase activity","MF","Day7_Group_MAvAM","Downregulated"
"577","GO:0016019",0.0135775299150573,0.999938626751914,1,3,"peptidoglycan immune receptor activity","MF","Day7_Group_MAvAM","Downregulated"
"578","GO:0050197",0.0170462851096747,0.999903109977002,1,3,"phytanate-CoA ligase activity","MF","Day7_Group_MAvAM","Downregulated"
"579","GO:0032428",0.0219290794284902,0.999807347857368,1,5,"beta-N-acetylgalactosaminidase activity","MF","Day7_Group_MAvAM","Downregulated"
"580","GO:0016462",0.0223090848790389,0.999812974985362,1,4,"pyrophosphatase activity","MF","Day7_Group_MAvAM","Downregulated"
"581","GO:0047676",0.0226829772992202,0.999806622669057,1,4,"arachidonate-CoA ligase activity","MF","Day7_Group_MAvAM","Downregulated"
"582","GO:0102391",0.0226829772992202,0.999806622669057,1,4,"decanoate-CoA ligase activity","MF","Day7_Group_MAvAM","Downregulated"
"583","GO:0042834",0.023502893418606,0.999762851228095,1,7,"peptidoglycan binding","MF","Day7_Group_MAvAM","Downregulated"
"584","GO:0008238",0.0268498759549508,0.99969863669539,1,6,"exopeptidase activity","MF","Day7_Group_MAvAM","Downregulated"
"585","GO:0004035",0.0281836481042769,0.999680962640999,1,5,"alkaline phosphatase activity","MF","Day7_Group_MAvAM","Downregulated"
"586","GO:0030976",0.0286528568241952,0.999670187763824,1,5,"thiamine pyrophosphate binding","MF","Day7_Group_MAvAM","Downregulated"
"587","GO:0032093",0.0295301117754717,0.999780311120654,1,2,"SAM domain binding","MF","Day7_Group_MAvAM","Downregulated"
"588","GO:0008241",0.0323308183206286,0.999549689707319,1,7,"peptidyl-dipeptidase activity","MF","Day7_Group_MAvAM","Downregulated"
"589","GO:0004467",0.0338368062453333,0.999520046797064,1,6,"long-chain fatty acid-CoA ligase activity","MF","Day7_Group_MAvAM","Downregulated"
"590","GO:0046961",0.0349275145322069,0.999488382197718,1,6,"proton-transporting ATPase activity, rotational mechanism","MF","Day7_Group_MAvAM","Downregulated"
"591","GO:0016004",0.0353336876111452,0.999461520865312,1,7,"phospholipase activator activity","MF","Day7_Group_MAvAM","Downregulated"
"592","GO:0043559",0.0362259187234376,0.999449350034828,1,6,"insulin binding","MF","Day7_Group_MAvAM","Downregulated"
"593","GO:0030742",0.0386610988689125,0.999341188901448,1,8,"GTP-dependent protein binding","MF","Day7_Group_MAvAM","Downregulated"
"594","GO:0004656",0.0438399045037662,0.999137865267021,1,9,"procollagen-proline 4-dioxygenase activity","MF","Day7_Group_MAvAM","Downregulated"
"595","GO:0042806",0.0454872681855538,0.99908558020734,1,8,"fucose binding","MF","Day7_Group_MAvAM","Downregulated"
"596","GO:0000293",0.0468868317924662,0.99901270410164,1,9,"ferric-chelate reductase activity","MF","Day7_Group_MAvAM","Downregulated"
"597","GO:0005913",0.019201969836021,0.997481225003718,3,94,NA,NA,"Day7_Group_MAvAM","Downregulated"
"598","GO:0044117",0.0135775299150573,0.999938626751914,1,3,NA,NA,"Day7_Group_MAvAM","Downregulated"
"599","GO:0003996",0.0314347645333963,0.999586169574335,1,6,NA,NA,"Day7_Group_MAvAM","Downregulated"
"600","GO:0030041",0.000484806722841078,0.999995435767812,2,28,"actin filament polymerization","BP","Day7_Group_MAvAM","Upregulated"
"601","GO:0030335",0.00443530298166422,0.999866663962707,2,81,"positive regulation of cell migration","BP","Day7_Group_MAvAM","Upregulated"
"602","GO:0060271",0.0201367373053242,0.998657339493831,2,171,"cilium assembly","BP","Day7_Group_MAvAM","Upregulated"
"603","GO:0003428",0.00154532651576658,1,1,1,"chondrocyte intercalation involved in growth plate cartilage morphogenesis","BP","Day7_Group_MAvAM","Upregulated"
"604","GO:0060536",0.00268332420242779,0.999998255642421,1,2,"cartilage morphogenesis","BP","Day7_Group_MAvAM","Upregulated"
"605","GO:0006083",0.00269097668858723,0.999998245671936,1,2,"acetate metabolic process","BP","Day7_Group_MAvAM","Upregulated"
"606","GO:0019679",0.00269097668858723,0.999998245671936,1,2,"propionate metabolic process, methylcitrate cycle","BP","Day7_Group_MAvAM","Upregulated"
"607","GO:0051125",0.00312149887762626,0.999997638901961,1,2,"regulation of actin nucleation","BP","Day7_Group_MAvAM","Upregulated"
"608","GO:0061041",0.00312149887762626,0.999997638901961,1,2,"regulation of wound healing","BP","Day7_Group_MAvAM","Upregulated"
"609","GO:2000392",0.00312149887762626,0.999997638901961,1,2,"regulation of lamellipodium morphogenesis","BP","Day7_Group_MAvAM","Upregulated"
"610","GO:0032268",0.00358594658810182,0.999995326344228,1,4,"regulation of cellular protein metabolic process","BP","Day7_Group_MAvAM","Upregulated"
"611","GO:2000301",0.00399840273351384,0.999994833495933,1,3,"negative regulation of synaptic vesicle exocytosis","BP","Day7_Group_MAvAM","Upregulated"
"612","GO:0034727",0.00450227828092995,0.99999262969569,1,4,"piecemeal microautophagy of the nucleus","BP","Day7_Group_MAvAM","Upregulated"
"613","GO:0032486",0.00455316214922768,0.99999246199329,1,4,"Rap protein signal transduction","BP","Day7_Group_MAvAM","Upregulated"
"614","GO:0060327",0.00467871015307717,0.999992923606667,1,3,"cytoplasmic actin-based contraction involved in cell motility","BP","Day7_Group_MAvAM","Upregulated"
"615","GO:0098780",0.00545947489598872,0.999988436487755,1,5,"response to mitochondrial depolarisation","BP","Day7_Group_MAvAM","Upregulated"
"616","GO:0006824",0.00591827849069297,0.999986408686875,1,5,"cobalt ion transport","BP","Day7_Group_MAvAM","Upregulated"
"617","GO:2001135",0.00623646713705074,0.999984905970193,1,5,"regulation of endocytic recycling","BP","Day7_Group_MAvAM","Upregulated"
"618","GO:0000423",0.00699662699901149,0.999980205883125,1,6,"mitophagy","BP","Day7_Group_MAvAM","Upregulated"
"619","GO:0032233",0.0077840940737302,0.999976469942937,1,5,"positive regulation of actin filament bundle assembly","BP","Day7_Group_MAvAM","Upregulated"
"620","GO:0045010",0.00787301791955671,0.999974927666471,1,6,"actin nucleation","BP","Day7_Group_MAvAM","Upregulated"
"621","GO:0032525",0.00898852950197264,0.999966373044014,1,7,"somite rostral/caudal axis specification","BP","Day7_Group_MAvAM","Upregulated"
"622","GO:0034497",0.00911342924540239,0.999965430318581,1,7,"protein localization to phagophore assembly site","BP","Day7_Group_MAvAM","Upregulated"
"623","GO:0030042",0.0118248380108526,0.999939587547342,1,9,"actin filament depolymerization","BP","Day7_Group_MAvAM","Upregulated"
"624","GO:0051014",0.0118474044958646,0.999939356217919,1,9,"actin filament severing","BP","Day7_Group_MAvAM","Upregulated"
