hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
COCA1,7325,mismatch repair,GO:0006298,biological process,41,4,1.588e-01,7.326e-02,2.752e-02,7.893e-01,2.667e-02,1.483e-01,1.701e-01,6.156e-02,8.719e-02,1.814e-02,4.176e-02
COCA1,7325,single thymine insertion binding,GO:0032143,molecular function,41,2,1.588e-01,7.448e-02,3.115e-02,7.706e-01,2.985e-02,1.483e-01,1.701e-01,6.178e-02,8.980e-02,1.972e-02,4.922e-02
COCA1,7325,single guanine insertion binding,GO:0032142,molecular function,41,2,1.588e-01,7.448e-02,3.171e-02,7.677e-01,2.730e-02,1.483e-01,1.701e-01,6.178e-02,8.980e-02,2.086e-02,4.821e-02
COCA1,7325,MutSbeta complex,GO:0032302,cellular component,41,3,1.588e-01,7.480e-02,3.396e-02,7.564e-01,2.126e-02,1.483e-01,1.701e-01,6.172e-02,9.067e-02,2.420e-02,4.766e-02
COCA1,7325,MutSalpha complex,GO:0032301,cellular component,41,3,1.588e-01,7.480e-02,3.399e-02,7.563e-01,2.173e-02,1.483e-01,1.701e-01,6.172e-02,9.067e-02,2.401e-02,4.811e-02
COCA1,7325,enzyme binding,GO:0019899,molecular function,41,31,1.592e-01,7.703e-02,3.661e-02,7.448e-01,1.611e-02,1.489e-01,1.702e-01,5.924e-02,1.002e-01,2.819e-02,4.756e-02
COCA1,7325,DNA recombination,GO:0006310,biological process,41,13,1.598e-01,7.864e-02,3.319e-02,7.609e-01,3.212e-02,1.498e-01,1.704e-01,5.830e-02,1.061e-01,1.973e-02,5.581e-02
COCA1,7325,magnesium ion binding,GO:0000287,molecular function,41,3,1.617e-01,8.270e-02,3.954e-02,7.356e-01,3.944e-02,1.521e-01,1.720e-01,7.363e-02,9.288e-02,2.119e-02,7.375e-02
COCA1,7325,"chromosome, telomeric region",GO:0000781,cellular component,41,4,1.621e-01,7.880e-02,3.220e-02,7.642e-01,5.466e-02,1.522e-01,1.727e-01,5.821e-02,1.067e-01,1.336e-02,7.758e-02
COCA1,7325,maintenance of DNA repeat elements,GO:0043570,biological process,41,6,1.621e-01,7.880e-02,3.972e-02,7.331e-01,3.613e-02,1.522e-01,1.727e-01,5.821e-02,1.067e-01,2.225e-02,7.090e-02
COCA1,7325,oxidized purine DNA binding,GO:0032357,molecular function,41,3,1.640e-01,8.537e-02,4.537e-02,7.134e-01,3.292e-02,1.577e-01,1.707e-01,6.984e-02,1.044e-01,2.677e-02,7.691e-02
COCA1,7325,protein localization to chromatin,GO:0071168,biological process,41,7,1.658e-01,8.268e-02,4.318e-02,7.200e-01,4.449e-02,1.526e-01,1.800e-01,5.590e-02,1.223e-01,2.126e-02,8.769e-02
COCA1,7325,protein homodimerization activity,GO:0042803,molecular function,41,5,1.699e-01,9.285e-02,4.083e-02,7.298e-01,5.915e-02,1.523e-01,1.896e-01,7.088e-02,1.216e-01,1.604e-02,1.039e-01
COCA1,7325,MutLalpha complex binding,GO:0032405,molecular function,41,2,1.723e-01,9.895e-02,6.560e-02,6.566e-01,3.786e-02,1.494e-01,1.987e-01,7.101e-02,1.379e-01,3.663e-02,1.175e-01
COCA1,7325,ATPase activity,GO:0016887,molecular function,41,20,1.787e-01,1.228e-01,8.712e-02,6.140e-01,1.583e-02,1.606e-01,1.988e-01,1.037e-01,1.454e-01,6.867e-02,1.105e-01
COCA1,7325,double-strand/single-strand DNA junction binding,GO:0000406,molecular function,41,3,1.838e-01,1.262e-01,9.027e-02,6.083e-01,1.252e-02,1.770e-01,1.910e-01,1.177e-01,1.353e-01,7.498e-02,1.087e-01
COCA1,7325,positive regulation of helicase activity,GO:0051096,biological process,41,4,1.858e-01,1.048e-01,6.459e-02,6.539e-01,7.087e-02,1.397e-01,2.471e-01,5.615e-02,1.955e-01,2.241e-02,1.861e-01
COCA1,7325,DNA binding,GO:0003677,molecular function,41,20,1.877e-01,1.301e-01,9.671e-02,5.971e-01,1.337e-02,1.767e-01,1.993e-01,1.218e-01,1.390e-01,7.941e-02,1.178e-01
COCA1,7325,ADP binding,GO:0043531,molecular function,41,3,1.880e-01,1.392e-01,9.958e-02,5.912e-01,3.205e-02,1.573e-01,2.246e-01,1.015e-01,1.909e-01,6.203e-02,1.599e-01
COCA1,7325,ATP binding,GO:0005524,molecular function,41,4,1.935e-01,1.422e-01,9.942e-02,5.896e-01,4.462e-02,1.557e-01,2.404e-01,9.774e-02,2.068e-01,5.075e-02,1.948e-01
COCA1,7325,four-way junction DNA binding,GO:0000400,molecular function,41,4,2.039e-01,1.568e-01,1.267e-01,5.523e-01,5.356e-03,1.998e-01,2.081e-01,1.389e-01,1.769e-01,1.174e-01,1.369e-01
COCA1,7325,protein kinase binding,GO:0019901,molecular function,41,16,2.096e-01,1.641e-01,1.302e-01,5.469e-01,2.291e-02,1.785e-01,2.461e-01,1.258e-01,2.140e-01,9.430e-02,1.798e-01
COCA1,7325,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:0042771,biological process,41,3,2.142e-01,1.569e-01,1.266e-01,5.495e-01,4.151e-02,1.655e-01,2.773e-01,1.056e-01,2.330e-01,7.204e-02,2.223e-01
COCA1,7325,somatic recombination of immunoglobulin genes involved in immune response,GO:0002204,biological process,41,4,2.164e-01,1.495e-01,1.208e-01,5.540e-01,6.093e-02,1.599e-01,2.930e-01,7.922e-02,2.821e-01,4.940e-02,2.952e-01
COCA1,7325,nucleoplasm,GO:0005654,cellular component,41,10,2.207e-01,1.592e-01,1.108e-01,5.650e-01,7.893e-02,1.546e-01,3.150e-01,8.187e-02,3.096e-01,3.427e-02,3.584e-01
COCA1,7325,chromatin binding,GO:0003682,molecular function,41,6,2.385e-01,1.880e-01,1.696e-01,5.004e-01,1.716e-02,2.094e-01,2.717e-01,1.496e-01,2.363e-01,1.350e-01,2.132e-01
COCA1,7325,negative regulation of DNA recombination,GO:0045910,biological process,41,13,2.595e-01,2.093e-01,1.954e-01,4.745e-01,1.013e-02,2.450e-01,2.749e-01,1.960e-01,2.234e-01,1.716e-01,2.224e-01
COCA1,7325,nucleus,GO:0005634,cellular component,41,26,2.645e-01,2.200e-01,1.987e-01,4.685e-01,3.335e-02,2.035e-01,3.437e-01,1.514e-01,3.196e-01,1.328e-01,2.971e-01
COCA1,7325,membrane,GO:0016020,cellular component,41,33,2.755e-01,2.201e-01,1.929e-01,4.648e-01,7.151e-02,1.692e-01,4.486e-01,1.062e-01,4.561e-01,7.545e-02,4.931e-01
COCA1,7325,protein binding,GO:0005515,molecular function,41,161,3.234e-01,2.650e-01,2.360e-01,4.159e-01,9.163e-02,1.697e-01,6.163e-01,1.065e-01,6.591e-01,7.563e-02,7.365e-01
MATN1,6907,collagen-containing extracellular matrix,GO:0062023,cellular component,2,16,1.592e-01,8.139e-02,4.070e-02,7.295e-01,2.417e-02,1.479e-01,1.713e-01,5.472e-02,1.211e-01,2.736e-02,6.053e-02
MATN1,6907,protein binding,GO:0005515,molecular function,2,161,2.117e-01,1.385e-01,1.385e-01,5.367e-01,1.400e-02,1.933e-01,2.319e-01,1.142e-01,1.679e-01,1.142e-01,1.679e-01
PCBP3,8651,mRNA binding,GO:0003729,molecular function,8,11,1.588e-01,1.795e-01,2.913e-02,7.795e-01,1.616e-02,1.483e-01,1.701e-01,9.864e-02,3.267e-01,2.271e-02,3.737e-02
PCBP3,8651,regulation of RNA metabolic process,GO:0051252,biological process,8,19,1.850e-01,1.795e-01,8.869e-02,6.109e-01,2.020e-02,1.713e-01,1.997e-01,9.864e-02,3.267e-01,6.529e-02,1.205e-01
PCBP3,8651,regulation of gene expression,GO:0010468,biological process,8,23,1.860e-01,1.795e-01,6.678e-02,6.515e-01,5.964e-02,1.548e-01,2.237e-01,9.864e-02,3.267e-01,2.696e-02,1.654e-01
PCBP3,8651,RNA binding,GO:0003723,molecular function,8,39,1.953e-01,1.795e-01,8.641e-02,6.112e-01,5.243e-02,1.635e-01,2.332e-01,9.864e-02,3.267e-01,3.937e-02,1.897e-01
PCBP3,8651,cytoplasm,GO:0005737,cellular component,8,20,2.087e-01,2.000e-01,1.222e-01,5.562e-01,3.772e-02,1.679e-01,2.595e-01,1.001e-01,3.995e-01,7.151e-02,2.087e-01
PCBP3,8651,extracellular exosome,GO:0070062,cellular component,8,26,2.845e-01,2.601e-01,2.252e-01,4.447e-01,2.616e-02,2.324e-01,3.483e-01,1.885e-01,3.590e-01,1.639e-01,3.094e-01
PCBP3,8651,nucleus,GO:0005634,cellular component,8,26,2.926e-01,2.233e-01,2.027e-01,4.530e-01,7.758e-02,1.735e-01,4.937e-01,9.939e-02,5.019e-01,7.471e-02,5.498e-01
PCBP3,8651,cytosol,GO:0005829,cellular component,8,11,3.047e-01,2.624e-01,2.505e-01,4.235e-01,2.234e-02,2.559e-01,3.628e-01,1.934e-01,3.560e-01,1.930e-01,3.251e-01
FYCO1,14673,Golgi apparatus,GO:0005794,cellular component,9,5,1.588e-01,1.223e-01,2.880e-02,7.821e-01,2.233e-02,1.483e-01,1.701e-01,9.697e-02,1.543e-01,2.035e-02,4.075e-02
FYCO1,14673,lysosome,GO:0005764,cellular component,9,12,1.667e-01,1.223e-01,5.274e-02,6.908e-01,4.426e-02,1.533e-01,1.814e-01,9.697e-02,1.543e-01,2.611e-02,1.065e-01
FYCO1,14673,plus-end-directed vesicle transport along microtubule,GO:0072383,biological process,9,4,1.714e-01,1.223e-01,6.653e-02,6.558e-01,2.105e-02,1.536e-01,1.913e-01,9.697e-02,1.543e-01,4.775e-02,9.270e-02
FYCO1,14673,late endosome,GO:0005770,cellular component,9,3,1.721e-01,1.223e-01,7.383e-02,6.404e-01,1.612e-02,1.668e-01,1.776e-01,9.697e-02,1.543e-01,5.763e-02,9.458e-02
FYCO1,14673,autophagosome,GO:0005776,cellular component,9,4,1.725e-01,1.223e-01,7.510e-02,6.371e-01,2.158e-02,1.651e-01,1.803e-01,9.697e-02,1.543e-01,5.380e-02,1.048e-01
FYCO1,14673,intracellular membrane-bounded organelle,GO:0043231,cellular component,9,34,1.763e-01,1.223e-01,7.575e-02,6.363e-01,1.307e-02,1.652e-01,1.881e-01,9.697e-02,1.543e-01,6.206e-02,9.247e-02
FYCO1,14673,membrane,GO:0016020,cellular component,9,33,1.839e-01,1.282e-01,9.126e-02,6.051e-01,3.435e-02,1.575e-01,2.148e-01,9.585e-02,1.714e-01,5.423e-02,1.536e-01
FYCO1,14673,protein binding,GO:0005515,molecular function,9,161,2.217e-01,1.570e-01,1.396e-01,5.309e-01,4.900e-02,1.576e-01,3.118e-01,8.223e-02,2.998e-01,7.309e-02,2.665e-01
FYCO1,14673,positive regulation of autophagosome maturation,GO:1901098,biological process,9,5,3.915e-01,3.513e-01,3.513e-01,3.449e-01,4.111e-02,2.836e-01,5.404e-01,2.310e-01,5.344e-01,2.310e-01,5.344e-01
FABP1,3555,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043154,biological process,10,7,1.588e-01,1.065e-01,1.233e-02,8.879e-01,1.876e-02,1.483e-01,1.701e-01,6.162e-02,1.839e-01,6.940e-03,2.190e-02
FABP1,3555,antioxidant activity,GO:0016209,molecular function,10,10,1.724e-01,1.147e-01,5.732e-02,6.777e-01,3.828e-02,1.539e-01,1.931e-01,7.350e-02,1.791e-01,3.128e-02,1.050e-01
FABP1,3555,negative regulation of apoptotic process,GO:0043066,biological process,10,21,1.729e-01,1.135e-01,5.355e-02,6.868e-01,4.266e-02,1.504e-01,1.988e-01,7.395e-02,1.743e-01,2.739e-02,1.047e-01
FABP1,3555,nucleoplasm,GO:0005654,cellular component,10,10,1.848e-01,1.339e-01,6.408e-02,6.586e-01,5.828e-02,1.599e-01,2.135e-01,6.548e-02,2.737e-01,2.601e-02,1.578e-01
FABP1,3555,cellular response to hypoxia,GO:0071456,biological process,10,4,1.907e-01,1.339e-01,8.699e-02,6.108e-01,4.984e-02,1.521e-01,2.390e-01,6.548e-02,2.737e-01,4.222e-02,1.792e-01
FABP1,3555,extracellular exosome,GO:0070062,cellular component,10,26,1.946e-01,1.339e-01,8.719e-02,6.100e-01,5.012e-02,1.591e-01,2.380e-01,6.548e-02,2.737e-01,4.179e-02,1.819e-01
FABP1,3555,cytosol,GO:0005829,cellular component,10,11,2.133e-01,1.367e-01,1.076e-01,5.731e-01,6.266e-02,1.511e-01,3.010e-01,6.433e-02,2.905e-01,4.536e-02,2.553e-01
FABP1,3555,cellular response to hydrogen peroxide,GO:0070301,biological process,10,3,2.140e-01,1.438e-01,1.323e-01,5.429e-01,3.422e-02,1.706e-01,2.684e-01,7.715e-02,2.682e-01,8.289e-02,2.111e-01
FABP1,3555,protein binding,GO:0005515,molecular function,10,161,2.296e-01,1.433e-01,1.268e-01,5.420e-01,7.307e-02,1.439e-01,3.664e-01,6.178e-02,3.323e-01,4.871e-02,3.299e-01
AGRIN,329,basement membrane,GO:0005604,cellular component,8,2,1.588e-01,9.751e-02,1.368e-02,8.861e-01,1.035e-02,1.483e-01,1.701e-01,7.647e-02,1.243e-01,1.084e-02,1.726e-02
AGRIN,329,collagen-containing extracellular matrix,GO:0062023,cellular component,8,16,1.588e-01,9.941e-02,3.257e-02,7.628e-01,1.939e-02,1.483e-01,1.701e-01,7.735e-02,1.278e-01,2.389e-02,4.439e-02
AGRIN,329,receptor clustering,GO:0043113,biological process,8,8,1.618e-01,1.100e-01,3.568e-02,7.505e-01,4.478e-02,1.520e-01,1.723e-01,7.668e-02,1.579e-01,1.762e-02,7.228e-02
AGRIN,329,extracellular exosome,GO:0070062,cellular component,8,26,1.799e-01,1.413e-01,8.385e-02,6.202e-01,1.423e-02,1.689e-01,1.917e-01,1.353e-01,1.477e-01,6.761e-02,1.040e-01
AGRIN,329,tissue development,GO:0009888,biological process,8,30,2.031e-01,1.592e-01,1.191e-01,5.619e-01,2.533e-02,1.728e-01,2.387e-01,1.318e-01,1.922e-01,8.360e-02,1.696e-01
AGRIN,329,neuromuscular junction development,GO:0007528,biological process,8,4,2.107e-01,1.629e-01,1.354e-01,5.411e-01,4.653e-03,2.014e-01,2.205e-01,1.537e-01,1.727e-01,1.270e-01,1.443e-01
AGRIN,329,animal organ morphogenesis,GO:0009887,biological process,8,30,2.122e-01,1.611e-01,1.298e-01,5.466e-01,3.134e-02,1.735e-01,2.594e-01,1.303e-01,1.993e-01,8.473e-02,1.988e-01
AGRIN,329,protein binding,GO:0005515,molecular function,8,161,2.147e-01,1.570e-01,1.342e-01,5.408e-01,3.160e-02,1.781e-01,2.587e-01,1.348e-01,1.829e-01,8.605e-02,2.094e-01
GCH1,4193,protein homodimerization activity,GO:0042803,molecular function,25,5,1.588e-01,2.620e-01,3.193e-02,7.649e-01,7.649e-03,1.483e-01,1.701e-01,2.287e-01,3.001e-01,2.820e-02,3.614e-02
GCH1,4193,pteridine-containing compound biosynthetic process,GO:0042559,biological process,25,13,1.594e-01,2.629e-01,4.299e-02,7.211e-01,2.700e-02,1.478e-01,1.719e-01,2.303e-01,3.001e-01,2.775e-02,6.660e-02
GCH1,4193,identical protein binding,GO:0042802,molecular function,25,11,1.601e-01,2.739e-01,3.851e-02,7.380e-01,3.093e-02,1.502e-01,1.706e-01,2.192e-01,3.422e-01,2.334e-02,6.353e-02
GCH1,4193,cytoplasmic vesicle,GO:0031410,cellular component,25,30,1.618e-01,2.739e-01,4.489e-02,7.155e-01,3.752e-02,1.519e-01,1.722e-01,2.192e-01,3.422e-01,2.460e-02,8.195e-02
GCH1,4193,tetrahydrobiopterin biosynthetic process,GO:0006729,biological process,25,4,1.644e-01,2.629e-01,3.817e-02,7.391e-01,2.709e-02,1.543e-01,1.751e-01,2.303e-01,3.001e-01,2.440e-02,5.970e-02
GCH1,4193,cytoplasm,GO:0005737,cellular component,25,20,2.030e-01,2.764e-01,1.025e-01,5.840e-01,4.860e-02,1.563e-01,2.636e-01,2.195e-01,3.480e-01,5.172e-02,2.030e-01
GCH1,4193,neuromuscular process controlling posture,GO:0050884,biological process,25,2,2.037e-01,2.948e-01,1.053e-01,5.790e-01,5.346e-02,1.542e-01,2.690e-01,2.419e-01,3.592e-01,4.907e-02,2.258e-01
GCH1,4193,nucleoplasm,GO:0005654,cellular component,25,10,2.094e-01,2.866e-01,1.138e-01,5.659e-01,5.098e-02,1.550e-01,2.829e-01,2.275e-01,3.611e-01,5.656e-02,2.289e-01
GCH1,4193,GTP binding,GO:0005525,molecular function,25,5,2.250e-01,2.927e-01,1.404e-01,5.293e-01,5.059e-02,1.584e-01,3.196e-01,2.261e-01,3.790e-01,7.277e-02,2.710e-01
GCH1,4193,mitogen-activated protein kinase binding,GO:0051019,molecular function,25,5,2.290e-01,3.105e-01,1.602e-01,5.106e-01,2.028e-02,1.950e-01,2.689e-01,2.760e-01,3.492e-01,1.222e-01,2.100e-01
GCH1,4193,zinc ion binding,GO:0008270,molecular function,25,5,2.314e-01,2.961e-01,1.555e-01,5.145e-01,3.219e-02,1.842e-01,2.907e-01,2.447e-01,3.581e-01,1.025e-01,2.360e-01
GCH1,4193,GTPase activity,GO:0003924,molecular function,25,5,2.380e-01,2.961e-01,1.633e-01,5.055e-01,3.385e-02,1.932e-01,2.933e-01,2.447e-01,3.581e-01,1.037e-01,2.572e-01
GCH1,4193,protein-containing complex,GO:0032991,cellular component,25,343,2.578e-01,3.105e-01,1.947e-01,4.749e-01,1.414e-02,2.280e-01,2.914e-01,2.760e-01,3.492e-01,1.624e-01,2.335e-01
GCH1,4193,nucleus,GO:0005634,cellular component,25,26,2.615e-01,3.076e-01,1.596e-01,4.943e-01,8.978e-02,1.394e-01,4.904e-01,2.007e-01,4.714e-01,5.360e-02,4.753e-01
GCH1,4193,nuclear membrane,GO:0031965,cellular component,25,6,2.617e-01,3.105e-01,2.026e-01,4.676e-01,7.165e-03,2.443e-01,2.804e-01,2.760e-01,3.492e-01,1.852e-01,2.216e-01
GCH1,4193,GTP cyclohydrolase I activity,GO:0003934,molecular function,25,2,2.763e-01,3.193e-01,2.149e-01,4.551e-01,1.935e-02,2.390e-01,3.194e-01,2.688e-01,3.793e-01,1.703e-01,2.712e-01
GCH1,4193,cytosol,GO:0005829,cellular component,25,11,2.904e-01,3.138e-01,2.202e-01,4.445e-01,5.184e-02,1.963e-01,4.295e-01,2.339e-01,4.211e-01,1.190e-01,4.074e-01
GCH1,4193,regulation of removal of superoxide radicals,GO:2000121,biological process,25,6,2.932e-01,3.215e-01,2.349e-01,4.369e-01,2.292e-02,2.456e-01,3.500e-01,2.670e-01,3.871e-01,1.799e-01,3.067e-01
GCH1,4193,dopamine biosynthetic process,GO:0042416,biological process,25,4,3.009e-01,3.600e-01,2.347e-01,4.283e-01,6.275e-02,1.855e-01,4.879e-01,2.845e-01,4.554e-01,1.150e-01,4.791e-01
GCH1,4193,protein binding,GO:0005515,molecular function,25,161,3.159e-01,3.473e-01,2.469e-01,4.159e-01,6.851e-02,1.869e-01,5.339e-01,2.350e-01,5.132e-01,1.198e-01,5.090e-01
GCH1,4193,response to lipopolysaccharide,GO:0032496,biological process,25,6,3.186e-01,3.479e-01,2.589e-01,4.123e-01,4.524e-02,2.267e-01,4.478e-01,2.724e-01,4.443e-01,1.522e-01,4.405e-01
GCH1,4193,positive regulation of nitric-oxide synthase activity,GO:0051000,biological process,25,3,3.289e-01,3.835e-01,2.784e-01,3.967e-01,4.578e-02,2.273e-01,4.757e-01,3.470e-01,4.238e-01,1.654e-01,4.686e-01
GCH1,4193,regulation of blood pressure,GO:0008217,biological process,25,8,4.002e-01,4.298e-01,3.576e-01,3.378e-01,5.145e-02,2.687e-01,5.959e-01,3.469e-01,5.325e-01,2.103e-01,6.083e-01
GCH1,4193,response to interferon-gamma,GO:0034341,biological process,25,3,4.022e-01,4.084e-01,3.629e-01,3.415e-01,3.283e-03,3.886e-01,4.162e-01,3.992e-01,4.178e-01,3.510e-01,3.753e-01
GCH1,4193,response to tumor necrosis factor,GO:0034612,biological process,25,3,4.106e-01,4.084e-01,3.746e-01,3.338e-01,2.873e-03,3.985e-01,4.232e-01,3.992e-01,4.178e-01,3.642e-01,3.853e-01
OSBP2,8504,sterol binding,GO:0032934,molecular function,9,7,1.608e-01,1.893e-01,3.979e-02,7.339e-01,3.810e-02,1.508e-01,1.715e-01,1.294e-01,2.769e-01,2.169e-02,7.299e-02
OSBP2,8504,cholesterol binding,GO:0015485,molecular function,9,5,1.758e-01,1.893e-01,6.373e-02,6.601e-01,5.037e-02,1.537e-01,2.010e-01,1.294e-01,2.769e-01,2.887e-02,1.407e-01
OSBP2,8504,plasma membrane,GO:0005886,cellular component,9,16,1.961e-01,2.022e-01,1.127e-01,5.713e-01,2.487e-02,1.697e-01,2.266e-01,1.544e-01,2.649e-01,7.838e-02,1.621e-01
OSBP2,8504,intracellular membrane-bounded organelle,GO:0043231,cellular component,9,34,1.971e-01,2.022e-01,1.009e-01,5.886e-01,3.871e-02,1.709e-01,2.274e-01,1.544e-01,2.649e-01,5.667e-02,1.795e-01
OSBP2,8504,membrane,GO:0016020,cellular component,9,33,2.211e-01,2.022e-01,1.465e-01,5.258e-01,2.624e-02,1.803e-01,2.711e-01,1.544e-01,2.649e-01,1.034e-01,2.076e-01
OSBP2,8504,perinuclear endoplasmic reticulum,GO:0097038,cellular component,9,2,2.267e-01,2.022e-01,1.505e-01,5.200e-01,3.473e-02,1.755e-01,2.928e-01,1.544e-01,2.649e-01,9.489e-02,2.388e-01
OSBP2,8504,cytosol,GO:0005829,cellular component,9,11,2.319e-01,2.022e-01,1.614e-01,5.098e-01,9.722e-03,2.134e-01,2.519e-01,1.544e-01,2.649e-01,1.419e-01,1.835e-01
OSBP2,8504,protein binding,GO:0005515,molecular function,9,161,2.389e-01,2.136e-01,1.689e-01,5.013e-01,1.525e-02,2.145e-01,2.661e-01,1.620e-01,2.814e-01,1.384e-01,2.061e-01
OSBP2,8504,sterol transporter activity,GO:0015248,molecular function,9,4,3.957e-01,3.454e-01,3.454e-01,3.391e-01,7.058e-02,2.282e-01,6.863e-01,1.637e-01,7.287e-01,1.637e-01,7.287e-01
MTPN,15667,F-actin capping protein complex,GO:0008290,cellular component,6,3,2.532e-01,3.639e-01,1.370e-01,5.201e-01,9.911e-02,1.462e-01,4.386e-01,1.794e-01,7.380e-01,3.438e-02,5.463e-01
MTPN,15667,regulation of cell size,GO:0008361,biological process,6,7,2.601e-01,4.208e-01,1.944e-01,4.725e-01,3.565e-02,1.974e-01,3.427e-01,2.504e-01,7.071e-01,1.235e-01,3.059e-01
MTPN,15667,cytoplasm,GO:0005737,cellular component,6,20,2.614e-01,4.208e-01,1.842e-01,4.781e-01,5.565e-02,1.721e-01,3.971e-01,2.504e-01,7.071e-01,9.382e-02,3.616e-01
MTPN,15667,nucleus,GO:0005634,cellular component,6,26,3.779e-01,4.330e-01,3.117e-01,3.482e-01,1.019e-01,1.847e-01,7.732e-01,2.437e-01,7.695e-01,1.264e-01,7.689e-01
MTPN,15667,positive regulation of cardiac muscle hypertrophy,GO:0010613,biological process,6,5,5.472e-01,6.087e-01,5.277e-01,2.403e-01,2.002e-02,4.786e-01,6.257e-01,4.956e-01,7.476e-01,4.515e-01,6.169e-01
MTPN,15667,regulation of barbed-end actin filament capping,GO:2000812,biological process,6,5,5.600e-01,6.113e-01,5.414e-01,2.299e-01,3.363e-02,4.369e-01,7.177e-01,4.844e-01,7.715e-01,4.109e-01,7.132e-01
AOC3,550,identical protein binding,GO:0042802,molecular function,22,11,1.588e-01,9.753e-02,2.261e-02,8.196e-01,8.329e-03,1.483e-01,1.701e-01,8.252e-02,1.153e-01,2.009e-02,2.543e-02
AOC3,550,endoplasmic reticulum,GO:0005783,cellular component,22,11,1.588e-01,9.753e-02,3.714e-02,7.425e-01,1.050e-02,1.483e-01,1.701e-01,8.252e-02,1.153e-01,3.133e-02,4.403e-02
AOC3,550,amine metabolic process,GO:0009308,biological process,22,10,1.592e-01,9.753e-02,3.202e-02,7.656e-01,2.423e-02,1.489e-01,1.702e-01,8.252e-02,1.153e-01,2.186e-02,4.691e-02
AOC3,550,Golgi apparatus,GO:0005794,cellular component,22,5,1.597e-01,9.753e-02,4.686e-02,7.083e-01,2.475e-02,1.484e-01,1.719e-01,8.252e-02,1.153e-01,3.134e-02,7.009e-02
AOC3,550,calcium ion binding,GO:0005509,molecular function,22,5,1.598e-01,9.753e-02,3.246e-02,7.651e-01,4.951e-02,1.474e-01,1.732e-01,8.252e-02,1.153e-01,1.486e-02,7.089e-02
AOC3,550,primary amine oxidase activity,GO:0008131,molecular function,22,2,1.607e-01,9.753e-02,5.365e-02,6.880e-01,2.239e-02,1.485e-01,1.740e-01,8.252e-02,1.153e-01,3.744e-02,7.686e-02
AOC3,550,integral component of membrane,GO:0016021,cellular component,22,8,1.615e-01,9.753e-02,4.913e-02,7.018e-01,7.663e-03,1.534e-01,1.702e-01,8.252e-02,1.153e-01,4.311e-02,5.600e-02
AOC3,550,protein heterodimerization activity,GO:0046982,molecular function,22,2,1.618e-01,9.753e-02,5.645e-02,6.807e-01,2.014e-02,1.499e-01,1.747e-01,8.252e-02,1.153e-01,4.091e-02,7.788e-02
AOC3,550,quinone binding,GO:0048038,molecular function,22,4,1.623e-01,9.753e-02,4.892e-02,7.025e-01,4.759e-02,1.483e-01,1.776e-01,8.252e-02,1.153e-01,2.291e-02,1.045e-01
AOC3,550,copper ion binding,GO:0005507,molecular function,22,8,1.661e-01,1.009e-01,5.661e-02,6.801e-01,2.614e-02,1.536e-01,1.797e-01,9.020e-02,1.128e-01,3.716e-02,8.623e-02
AOC3,550,early endosome,GO:0005769,cellular component,22,4,1.735e-01,1.052e-01,5.590e-02,6.801e-01,4.521e-02,1.553e-01,1.938e-01,8.348e-02,1.327e-01,2.752e-02,1.135e-01
AOC3,550,microvillus,GO:0005902,cellular component,22,5,1.749e-01,1.064e-01,7.656e-02,6.326e-01,3.548e-02,1.534e-01,1.995e-01,8.010e-02,1.415e-01,4.441e-02,1.320e-01
AOC3,550,cytoplasm,GO:0005737,cellular component,22,20,1.753e-01,1.099e-01,7.632e-02,6.345e-01,2.588e-02,1.534e-01,2.003e-01,9.832e-02,1.228e-01,5.180e-02,1.124e-01
AOC3,550,plasma membrane,GO:0005886,cellular component,22,16,1.758e-01,1.127e-01,8.190e-02,6.239e-01,1.943e-02,1.577e-01,1.959e-01,9.864e-02,1.288e-01,6.101e-02,1.099e-01
AOC3,550,cell surface,GO:0009986,cellular component,22,6,1.790e-01,1.119e-01,8.543e-02,6.170e-01,1.635e-02,1.617e-01,1.980e-01,1.036e-01,1.209e-01,6.691e-02,1.091e-01
AOC3,550,cell adhesion,GO:0007155,biological process,22,12,1.831e-01,1.164e-01,8.740e-02,6.136e-01,1.182e-02,1.751e-01,1.915e-01,1.099e-01,1.232e-01,7.324e-02,1.043e-01
AOC3,550,protein binding,GO:0005515,molecular function,22,161,1.874e-01,1.221e-01,1.006e-01,5.910e-01,6.833e-03,1.798e-01,1.953e-01,1.137e-01,1.310e-01,9.110e-02,1.111e-01
AOC3,550,response to antibiotic,GO:0046677,biological process,22,10,2.045e-01,1.355e-01,1.173e-01,5.636e-01,3.371e-02,1.785e-01,2.343e-01,1.048e-01,1.753e-01,7.200e-02,1.911e-01
AOC3,550,negative regulation of primary amine oxidase activity,GO:1902283,biological process,22,2,2.401e-01,1.742e-01,1.710e-01,4.987e-01,1.966e-02,2.068e-01,2.787e-01,1.387e-01,2.186e-01,1.324e-01,2.209e-01
